x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.8308148980140686,0.9727476239204407,6.830547931713227e-07,0.727087140083313,0.9572560787200928,-0.040193136781454086,0.6275910139083862,0.8964343070983887,-0.06517347693443298,0.5451355576515198,0.8513292670249939,-0.08795475959777832,0.47216615080833435,0.832909882068634,-0.11083029955625534,0.6634832620620728,0.6460760831832886,-0.02574065700173378,0.6193627119064331,0.5142941474914551,-0.05193815007805824,0.5940977931022644,0.4324469268321991,-0.07793863862752914,0.5747816562652588,0.3601972758769989,-0.09886341542005539,0.7220749855041504,0.6087940335273743,-0.03255892172455788,0.6901658177375793,0.4529041051864624,-0.051151543855667114,0.6727794408798218,0.3560211658477783,-0.07198362797498703,0.6596119999885559,0.2746615707874298,-0.08982241153717041,0.7843937873840332,0.6072394251823425,-0.04624788463115692,0.7669151425361633,0.4585443139076233,-0.06728895753622055,0.7563847303390503,0.3657304644584656,-0.08294977992773056,0.744476318359375,0.2852838635444641,-0.09647992253303528,0.8493392467498779,0.6328460574150085,-0.06459542363882065,0.8489065170288086,0.518359899520874,-0.08388347178697586,0.8460583686828613,0.4455385208129883,-0.09033358842134476,0.8406230807304382,0.3788236379623413,-0.09597466886043549,palm_open
0.8343238830566406,0.9682003259658813,7.012622518232092e-07,0.7300126552581787,0.9562981724739075,-0.041527632623910904,0.6307657957077026,0.9025008678436279,-0.06762620806694031,0.5475207567214966,0.8634475469589233,-0.0914061889052391,0.4736667275428772,0.846766471862793,-0.11519520729780197,0.6635558009147644,0.6494490504264832,-0.027768297120928764,0.617104172706604,0.5149729251861572,-0.05504468083381653,0.58905428647995,0.43228214979171753,-0.08157294988632202,0.566582202911377,0.3588370680809021,-0.102706678211689,0.7221338748931885,0.6121007800102234,-0.03400275483727455,0.689550518989563,0.45642682909965515,-0.05248131975531578,0.6724830865859985,0.35879626870155334,-0.07292697578668594,0.6595632433891296,0.27630242705345154,-0.0907701849937439,0.7840657234191895,0.609045147895813,-0.04730825871229172,0.7650519609451294,0.46225470304489136,-0.06736773252487183,0.7545883059501648,0.37031540274620056,-0.08185400813817978,0.7429462671279907,0.29125142097473145,-0.09481276571750641,0.8483729958534241,0.6318964958190918,-0.06562436372041702,0.8453257083892822,0.5202889442443848,-0.08393946290016174,0.8410348892211914,0.44964149594306946,-0.08940932899713516,0.8346670269966125,0.386331170797348,-0.09446403384208679,palm_open
0.8317916989326477,0.9690002202987671,7.019807526376098e-07,0.7280107736587524,0.958182692527771,-0.04101258143782616,0.628726601600647,0.9052403569221497,-0.06731449067592621,0.5459400415420532,0.8655238151550293,-0.09145794808864594,0.47350090742111206,0.8514865040779114,-0.11588667333126068,0.6607809662818909,0.6523234844207764,-0.02824479155242443,0.6139663457870483,0.521665096282959,-0.056276604533195496,0.5866332650184631,0.440205454826355,-0.08355501294136047,0.5649701356887817,0.3670513331890106,-0.1053483858704567,0.7189242839813232,0.6133829355239868,-0.035407036542892456,0.6844729781150818,0.45894789695739746,-0.05552489683032036,0.6655508279800415,0.3620295524597168,-0.0772995725274086,0.6509559154510498,0.27974948287010193,-0.09603672474622726,0.7809619307518005,0.6101311445236206,-0.04948313906788826,0.7613320350646973,0.4627075791358948,-0.07149270921945572,0.7494433522224426,0.3698744475841522,-0.08736666291952133,0.7364771366119385,0.28937819600105286,-0.10117997974157333,0.8456618785858154,0.6338708400726318,-0.06837531924247742,0.8431631326675415,0.5202198624610901,-0.08844038099050522,0.8392473459243774,0.44835561513900757,-0.09494432806968689,0.8331298828125,0.38293343782424927,-0.10071458667516708,palm_open
0.8576673865318298,0.9554915428161621,6.936098770893295e-07,0.7471794486045837,0.9449200630187988,-0.03757442533969879,0.6394769549369812,0.887024462223053,-0.059866905212402344,0.5540341734886169,0.8434656858444214,-0.08070539683103561,0.47980570793151855,0.8289563655853271,-0.10116025060415268,0.6697564125061035,0.6281758546829224,-0.015755705535411835,0.6207209825515747,0.4968547821044922,-0.03756128251552582,0.5933013558387756,0.4171977937221527,-0.06194180250167847,0.57115638256073,0.3463994264602661,-0.08215590566396713,0.7294033765792847,0.587515652179718,-0.023156527429819107,0.6929396986961365,0.430730938911438,-0.03613734990358353,0.6738394498825073,0.3349599242210388,-0.054811395704746246,0.6589339375495911,0.2544224262237549,-0.07173064351081848,0.7938223481178284,0.5821606516838074,-0.03775504231452942,0.7690350413322449,0.432836651802063,-0.053360532969236374,0.7558637261390686,0.34137314558029175,-0.06668247282505035,0.7420247197151184,0.2631130814552307,-0.07932549715042114,0.8613063097000122,0.6027514338493347,-0.057311784476041794,0.8530838489532471,0.4878082871437073,-0.07180085778236389,0.8464393615722656,0.41746023297309875,-0.07529769837856293,0.8383296132087708,0.3546217978000641,-0.07925504446029663,palm_open
0.9097017049789429,0.9524655938148499,8.136447036122263e-07,0.7916436195373535,0.9559623003005981,-0.053919535130262375,0.6768434047698975,0.9068211317062378,-0.08910271525382996,0.5792838931083679,0.8665803670883179,-0.12081898748874664,0.49191614985466003,0.849157989025116,-0.15186560153961182,0.6981990933418274,0.6199916005134583,-0.0373963825404644,0.6359087824821472,0.4808802604675293,-0.06968054175376892,0.6015206575393677,0.39353469014167786,-0.10058486461639404,0.5761580467224121,0.3126239478588104,-0.12513095140457153,0.7623642683029175,0.5692430138587952,-0.0422397181391716,0.7117127180099487,0.4017932116985321,-0.0659087747335434,0.6854051947593689,0.2958747148513794,-0.09115689247846603,0.6658334732055664,0.20203158259391785,-0.11228569597005844,0.8338197469711304,0.5573729276657104,-0.05525574833154678,0.7969716191291809,0.3957812190055847,-0.0802421122789383,0.7768868207931519,0.2937717139720917,-0.09775035083293915,0.7571630477905273,0.20341965556144714,-0.11258808523416519,0.9105324745178223,0.5740497708320618,-0.07430531829595566,0.8934293389320374,0.4474140405654907,-0.09654776751995087,0.8817237615585327,0.366486132144928,-0.10360007733106613,0.8690040111541748,0.29266202449798584,-0.10946527868509293,palm_open
0.9135189056396484,0.946137547492981,8.333209393640573e-07,0.7958980202674866,0.9488035440444946,-0.056295786052942276,0.6805572509765625,0.9002450108528137,-0.092280812561512,0.5831564664840698,0.8584790229797363,-0.12383989989757538,0.49626216292381287,0.8383712768554688,-0.155086487531662,0.7029582858085632,0.6100864410400391,-0.04514214023947716,0.640708327293396,0.4692440927028656,-0.08087347447872162,0.6055282354354858,0.38033056259155273,-0.1133584976196289,0.5801927447319031,0.2964436709880829,-0.13866329193115234,0.7680065631866455,0.5586321949958801,-0.04957824572920799,0.7179255485534668,0.38599857687950134,-0.07596860826015472,0.6917109489440918,0.2772747874259949,-0.1019667312502861,0.6734236478805542,0.1814863681793213,-0.12352325022220612,0.8403819799423218,0.5485531687736511,-0.06213551014661789,0.804147481918335,0.38255128264427185,-0.09015045315027237,0.7833871245384216,0.2789764106273651,-0.10806351900100708,0.7646095752716064,0.18601304292678833,-0.12280794233083725,0.9177685976028442,0.5692746639251709,-0.08073257654905319,0.9002737998962402,0.4409748315811157,-0.10611654818058014,0.8892241716384888,0.3569278419017792,-0.11419752985239029,0.8787460327148438,0.2782803177833557,-0.12041008472442627,palm_open
0.9158804416656494,0.9431301355361938,7.541154332102451e-07,0.7931620478630066,0.940987229347229,-0.041703153401613235,0.6725629568099976,0.878410279750824,-0.0638752207159996,0.577296257019043,0.8339051008224487,-0.08470766991376877,0.4950236678123474,0.8151379227638245,-0.10490947216749191,0.6949699521064758,0.6013157367706299,-0.011971965432167053,0.6318724751472473,0.4617169499397278,-0.034684497863054276,0.5980308055877686,0.3754083812236786,-0.06022190675139427,0.5727722644805908,0.2956022322177887,-0.08170348405838013,0.7572336792945862,0.5519537329673767,-0.02041259966790676,0.7068220973014832,0.38221409916877747,-0.03456171974539757,0.6820918917655945,0.27570587396621704,-0.05503356456756592,0.6650141477584839,0.18590039014816284,-0.07325819879770279,0.8271743655204773,0.5399852991104126,-0.03736242279410362,0.7888384461402893,0.37476837635040283,-0.0554199181497097,0.7706272602081299,0.27466732263565063,-0.07017645239830017,0.753520667552948,0.1866505742073059,-0.08381633460521698,0.9026159048080444,0.5558616518974304,-0.05989419296383858,0.8845641016960144,0.4303852319717407,-0.07732778042554855,0.8754231333732605,0.34940260648727417,-0.08232995122671127,0.8672264814376831,0.27393418550491333,-0.08743506669998169,palm_open
0.9187408089637756,0.8886623382568359,7.40869609217043e-07,0.7998413443565369,0.8782447576522827,-0.04413376376032829,0.6870757341384888,0.8156532049179077,-0.07028325647115707,0.595462441444397,0.7719630599021912,-0.09552132338285446,0.5134937167167664,0.7487313151359558,-0.11949858069419861,0.7078805565834045,0.5388762950897217,-0.009709971025586128,0.6465892195701599,0.4091418385505676,-0.03335689380764961,0.6123290061950684,0.32963332533836365,-0.05985941365361214,0.5863950252532959,0.25670120120048523,-0.0816345363855362,0.7677364349365234,0.49520277976989746,-0.01769176311790943,0.7167972326278687,0.33237770199775696,-0.032212015241384506,0.6912994384765625,0.2337571084499359,-0.052449680864810944,0.672408938407898,0.1489335596561432,-0.07024732232093811,0.8346657156944275,0.4869663715362549,-0.03486587107181549,0.7948412895202637,0.3265744149684906,-0.053570739924907684,0.7749757766723633,0.2328239381313324,-0.06692149490118027,0.7551628351211548,0.15006563067436218,-0.07911425083875656,0.9067733287811279,0.5050948858261108,-0.058055341243743896,0.8849850296974182,0.3818233013153076,-0.075874924659729,0.8723188638687134,0.3033900260925293,-0.08059581369161606,0.8601257801055908,0.2306111752986908,-0.08514414727687836,palm_open
0.9237611889839172,0.8653765916824341,7.033491442598461e-07,0.8034761548042297,0.8574639558792114,-0.03943680599331856,0.6871932744979858,0.7909786105155945,-0.06092534586787224,0.5959628820419312,0.7434179782867432,-0.08191768079996109,0.5159223079681396,0.7198245525360107,-0.10194369405508041,0.7068644165992737,0.5230506658554077,-0.003058423288166523,0.6435847878456116,0.3936510682106018,-0.024327443912625313,0.6088240742683411,0.315756231546402,-0.04976852610707283,0.5826979279518127,0.24294424057006836,-0.07118076831102371,0.7658330798149109,0.4762806296348572,-0.012682235799729824,0.7138555645942688,0.3138621747493744,-0.02539626881480217,0.6873236298561096,0.2136973738670349,-0.04558368772268295,0.668151319026947,0.1282440423965454,-0.06363267451524734,0.8317722082138062,0.4652383327484131,-0.03121354803442955,0.7916706800460815,0.30742624402046204,-0.048017967492341995,0.7704838514328003,0.21248868107795715,-0.062066514045000076,0.7498416304588318,0.1298573911190033,-0.07546427845954895,0.9028428792953491,0.4801718294620514,-0.05539262294769287,0.8807320594787598,0.3608938157558441,-0.07155678421258926,0.8701690435409546,0.2846081554889679,-0.07592936605215073,0.8610810041427612,0.21380609273910522,-0.08088395744562149,palm_open
0.9265106320381165,0.8926580548286438,7.320788881770568e-07,0.8066954016685486,0.8904926776885986,-0.046414539217948914,0.6903377175331116,0.8248143792152405,-0.07134787738323212,0.5963925719261169,0.778739333152771,-0.09426934272050858,0.5138723850250244,0.758384108543396,-0.1162959635257721,0.7093464136123657,0.5516751408576965,-0.014824888668954372,0.6463541984558105,0.418596088886261,-0.039463624358177185,0.6102769374847412,0.33585619926452637,-0.06658405810594559,0.5828499794006348,0.25903576612472534,-0.08888847380876541,0.7694171667098999,0.5027338266372681,-0.02125864289700985,0.719857394695282,0.33644014596939087,-0.03664237633347511,0.6935939788818359,0.23363935947418213,-0.057121891528367996,0.67467200756073,0.1458452343940735,-0.07488923519849777,0.8364454507827759,0.4904288649559021,-0.036673400551080704,0.7976794838905334,0.3304280936717987,-0.05527695640921593,0.7766000628471375,0.2350071370601654,-0.06874864548444748,0.7568601369857788,0.1522355079650879,-0.08108101040124893,0.90782231092453,0.5051112771034241,-0.05826345458626747,0.8863111734390259,0.384404718875885,-0.0752229392528534,0.8761388063430786,0.30725711584091187,-0.0789690911769867,0.8679887652397156,0.23711168766021729,-0.08298023045063019,palm_open
0.9276850819587708,0.9072144031524658,7.291072279258515e-07,0.8088760375976562,0.9022239446640015,-0.04586511477828026,0.6935441493988037,0.8354378938674927,-0.0705353319644928,0.5997704267501831,0.7872233390808105,-0.0934242457151413,0.5177081823348999,0.7642797231674194,-0.11534290760755539,0.7157321572303772,0.5595917105674744,-0.012744463980197906,0.6551088094711304,0.4251481294631958,-0.03591884672641754,0.6206554770469666,0.34298092126846313,-0.06192704290151596,0.5948246121406555,0.2666480541229248,-0.08340875059366226,0.776377260684967,0.5108542442321777,-0.018991511315107346,0.7283569574356079,0.34356799721717834,-0.03286613151431084,0.7021326422691345,0.2416028082370758,-0.05230167135596275,0.6829853653907776,0.15343505144119263,-0.06952700763940811,0.8434810042381287,0.49897146224975586,-0.03426387533545494,0.8054474592208862,0.337721049785614,-0.05158480629324913,0.7840939164161682,0.24276459217071533,-0.06447019428014755,0.7639055848121643,0.15957367420196533,-0.07662147283554077,0.9149177074432373,0.5144672393798828,-0.055725350975990295,0.8958600759506226,0.3921511769294739,-0.07191009074449539,0.8861192464828491,0.313449501991272,-0.07563299685716629,0.87775719165802,0.2411089837551117,-0.07972399890422821,palm_open
0.9608674645423889,0.9159334897994995,8.270323519354861e-07,0.8364887833595276,0.9126983880996704,-0.0430610291659832,0.7192386984825134,0.8475428819656372,-0.06687764823436737,0.6235538125038147,0.7985228300094604,-0.08950457721948624,0.540239691734314,0.7753022313117981,-0.1110546886920929,0.7357067465782166,0.5701683163642883,-0.011147405952215195,0.6763675808906555,0.4307102560997009,-0.034602031111717224,0.6418842673301697,0.3443811237812042,-0.06072130799293518,0.6154201626777649,0.26567476987838745,-0.0824837014079094,0.7978405356407166,0.5234639644622803,-0.01970990002155304,0.7504907846450806,0.3533502519130707,-0.03493523970246315,0.7245988845825195,0.24725210666656494,-0.055951833724975586,0.7062532305717468,0.156053364276886,-0.07423953711986542,0.866603672504425,0.5136577486991882,-0.03711346536874771,0.8323925733566284,0.3491290807723999,-0.0563647598028183,0.8125843405723572,0.249362975358963,-0.07190833985805511,0.7933075428009033,0.16171282529830933,-0.08594652265310287,0.9395122528076172,0.5323989987373352,-0.06022825464606285,0.9292950630187988,0.4076191782951355,-0.07863393425941467,0.9219464659690857,0.3270505666732788,-0.08465734869241714,0.914063572883606,0.25291386246681213,-0.09044425189495087,palm_open
0.9614070653915405,0.9157551527023315,8.577178505220218e-07,0.8365926146507263,0.9215537309646606,-0.049697745591402054,0.716629683971405,0.8577222228050232,-0.07675635814666748,0.618351936340332,0.8050318956375122,-0.101487897336483,0.530417263507843,0.7835763096809387,-0.12463821470737457,0.7336517572402954,0.572875440120697,-0.015147891826927662,0.6721217632293701,0.4353005588054657,-0.03849067911505699,0.6364164352416992,0.3494912385940552,-0.06435318291187286,0.6093546152114868,0.2714361250400543,-0.08594507724046707,0.7950461506843567,0.524936854839325,-0.020591724663972855,0.7472590804100037,0.356161892414093,-0.03484136238694191,0.7210696339607239,0.2516520321369171,-0.054305605590343475,0.7025894522666931,0.16194427013397217,-0.07143723219633102,0.8632054328918457,0.5150241851806641,-0.035567015409469604,0.8299082517623901,0.35185506939888,-0.05391924828290939,0.8099002838134766,0.2550252676010132,-0.06834094226360321,0.790003776550293,0.17038306593894958,-0.08161301910877228,0.9355742335319519,0.5336111187934875,-0.05701369792222977,0.9247926473617554,0.4106657803058624,-0.07476437091827393,0.9164825677871704,0.331071674823761,-0.08072631061077118,0.9082697033882141,0.2578762471675873,-0.08644477277994156,palm_open
0.9661189317703247,0.9302432537078857,8.574669436711702e-07,0.8428192734718323,0.9377880096435547,-0.05162661522626877,0.724456787109375,0.8747943639755249,-0.0790100023150444,0.6278624534606934,0.8215416073799133,-0.10337599366903305,0.5400799512863159,0.803462564945221,-0.126409113407135,0.7409218549728394,0.5922062993049622,-0.021303631365299225,0.6800273060798645,0.453342080116272,-0.047061771154403687,0.6434800624847412,0.36551332473754883,-0.07410433143377304,0.6151353716850281,0.28577667474746704,-0.09627537429332733,0.8028033971786499,0.5426850914955139,-0.02539392188191414,0.7558595538139343,0.3726162016391754,-0.041818730533123016,0.7289502620697021,0.2664434313774109,-0.06257130205631256,0.7096877694129944,0.17480280995368958,-0.08039809763431549,0.8710159659385681,0.5320906639099121,-0.03872239217162132,0.8400100469589233,0.367147296667099,-0.05881837010383606,0.819398045539856,0.267485648393631,-0.07425954192876816,0.7987930774688721,0.1812719702720642,-0.087892547249794,0.9438703060150146,0.5501849055290222,-0.058402132242918015,0.9366985559463501,0.426761656999588,-0.07706153392791748,0.9280074238777161,0.3467235267162323,-0.08336959779262543,0.9179220199584961,0.2745303809642792,-0.08911595493555069,palm_open
0.9664311408996582,0.9281384944915771,8.414970693593204e-07,0.8420338034629822,0.9404783248901367,-0.047870393842458725,0.7217932939529419,0.879787802696228,-0.07301223278045654,0.6244813203811646,0.8269259929656982,-0.09528546035289764,0.5384303331375122,0.809309720993042,-0.11649882793426514,0.7366302013397217,0.5993496775627136,-0.019793417304754257,0.6756042242050171,0.4592115879058838,-0.0449552945792675,0.6410568952560425,0.3719862699508667,-0.0720134824514389,0.6141031980514526,0.29170098900794983,-0.0943639874458313,0.7985808849334717,0.5495560765266418,-0.02535836026072502,0.750034749507904,0.3781547546386719,-0.041462138295173645,0.7226340770721436,0.2714587450027466,-0.06297792494297028,0.7034305334091187,0.1806076169013977,-0.08188484609127045,0.8666455149650574,0.5391553044319153,-0.03966935724020004,0.8348772525787354,0.37167343497276306,-0.059481166303157806,0.8144040107727051,0.2704727053642273,-0.07643566280603409,0.7935782074928284,0.18236351013183594,-0.09170355647802353,0.9396264553070068,0.5577550530433655,-0.05978713929653168,0.932571291923523,0.4323279857635498,-0.0794726014137268,0.922826886177063,0.35160788893699646,-0.08736775070428848,0.9106321334838867,0.27805963158607483,-0.09453574568033218,palm_open
0.9580105543136597,0.9338903427124023,8.046753805501794e-07,0.8345810770988464,0.9404822587966919,-0.04665100574493408,0.7131013870239258,0.8755748867988586,-0.07192008942365646,0.6152320504188538,0.8226724863052368,-0.09511197358369827,0.5283040404319763,0.8063448667526245,-0.11755163967609406,0.7288958430290222,0.5950855016708374,-0.017799073830246925,0.66672283411026,0.45774611830711365,-0.04378489777445793,0.6311841011047363,0.3713967800140381,-0.07167501002550125,0.60429847240448,0.2916870415210724,-0.0947304293513298,0.7894251346588135,0.5452222228050232,-0.024973830208182335,0.7392707467079163,0.3769124448299408,-0.042478643357753754,0.7126260995864868,0.2709278464317322,-0.06438899040222168,0.6944711804389954,0.1790052056312561,-0.0833432599902153,0.8572017550468445,0.533739447593689,-0.04098981246352196,0.8198825120925903,0.36944833397865295,-0.06186268851161003,0.7988971471786499,0.2696850001811981,-0.07714173942804337,0.7797399759292603,0.18107616901397705,-0.09094048291444778,0.9303283095359802,0.5510318875312805,-0.06304997205734253,0.9141173958778381,0.4265405833721161,-0.08306201547384262,0.9038539528846741,0.34395337104797363,-0.08959592878818512,0.8947041034698486,0.2667330503463745,-0.09553758800029755,palm_open
0.9564498662948608,0.9268953800201416,8.164021210177452e-07,0.8328583836555481,0.9365059733390808,-0.04585590586066246,0.7132062315940857,0.8725560903549194,-0.07086828351020813,0.614960253238678,0.8212765455245972,-0.09418738633394241,0.5268793702125549,0.8053445219993591,-0.11674254387617111,0.7246061563491821,0.5934338569641113,-0.014460467733442783,0.6620504856109619,0.45612508058547974,-0.03983069956302643,0.6270740032196045,0.3697223961353302,-0.06728778779506683,0.6009029150009155,0.2897765040397644,-0.08985621482133865,0.7847740650177002,0.5428845286369324,-0.022130068391561508,0.7337647676467896,0.37474822998046875,-0.038715388625860214,0.7065037488937378,0.26866376399993896,-0.06059941276907921,0.6876686811447144,0.17647716403007507,-0.07972519099712372,0.8519161939620972,0.53011554479599,-0.03875218331813812,0.8155257105827332,0.36578696966171265,-0.05883687362074852,0.7954548597335815,0.2665064036846161,-0.07379094511270523,0.7765363454818726,0.178594172000885,-0.08747702091932297,0.9233838319778442,0.5460327863693237,-0.06140466406941414,0.9063494801521301,0.42186403274536133,-0.0804678276181221,0.8963406682014465,0.3398990333080292,-0.08632899075746536,0.8875724077224731,0.26336178183555603,-0.0919213593006134,palm_open
0.9194976091384888,0.9855651259422302,6.707565489705303e-07,0.8052417039871216,0.946063756942749,-0.04269701987504959,0.7035964727401733,0.8614398241043091,-0.06429086625576019,0.6330498456954956,0.788752555847168,-0.08513469994068146,0.566763162612915,0.7272278070449829,-0.10609138756990433,0.7281253933906555,0.6413113474845886,-0.01814264804124832,0.6892106533050537,0.4979398250579834,-0.05657697468996048,0.6651381254196167,0.3985077142715454,-0.0936388224363327,0.6464439034461975,0.3106476962566376,-0.11999140679836273,0.7899585366249084,0.6059668064117432,-0.025380801409482956,0.7607890963554382,0.4534958004951477,-0.05804376304149628,0.735939085483551,0.3512091636657715,-0.09095099568367004,0.7134011387825012,0.25498056411743164,-0.11525818705558777,0.8554378151893616,0.6001875996589661,-0.0408991277217865,0.8414950370788574,0.4563179910182953,-0.07460954785346985,0.8279350399971008,0.3613826036453247,-0.09178410470485687,0.8138464689254761,0.2732017934322357,-0.1027037650346756,0.9263501763343811,0.6201666593551636,-0.061713796108961105,0.9314671158790588,0.4931504726409912,-0.08936703950166702,0.9315900206565857,0.40871042013168335,-0.09514838457107544,0.9270959496498108,0.33286166191101074,-0.09785609692335129,palm_open
0.39194637537002563,0.562511146068573,1.336780144356453e-07,0.4575546085834503,0.5759825110435486,-0.029040366411209106,0.5326598286628723,0.5291115045547485,-0.0384792722761631,0.5908816456794739,0.491438090801239,-0.04687334597110748,0.6421393156051636,0.48373866081237793,-0.05477507412433624,0.5328848361968994,0.37873223423957825,-0.014534846879541874,0.5795918703079224,0.31081339716911316,-0.026361478492617607,0.6056631803512573,0.2739394009113312,-0.036953821778297424,0.628817081451416,0.24378398060798645,-0.04614284634590149,0.4913504719734192,0.3460213243961334,-0.0144152557477355,0.5098602175712585,0.28538578748703003,-0.029312988743185997,0.5207148194313049,0.2698158621788025,-0.0414007306098938,0.5335597991943359,0.26546210050582886,-0.05008050054311752,0.44546279311180115,0.3293265700340271,-0.018778376281261444,0.4642534852027893,0.2613718807697296,-0.03798402100801468,0.477262020111084,0.2495277374982834,-0.04622003063559532,0.49174433946609497,0.251143217086792,-0.05090438947081566,0.39827877283096313,0.32775864005088806,-0.026488376781344414,0.40302199125289917,0.24523603916168213,-0.04538707435131073,0.40148743987083435,0.18186472356319427,-0.05326681211590767,0.40274545550346375,0.1297287791967392,-0.05795981362462044,palm_open
0.29432305693626404,0.623874843120575,5.184415385883767e-07,0.3806173503398895,0.6239485144615173,-0.03125457093119621,0.47701334953308105,0.550173819065094,-0.04194775968790054,0.5529066324234009,0.5011958479881287,-0.052670322358608246,0.6178617477416992,0.4916643798351288,-0.06281337887048721,0.4656674265861511,0.3832697570323944,-0.003782880026847124,0.5247319340705872,0.291698694229126,-0.012855610810220242,0.5641879439353943,0.23221172392368317,-0.02246820367872715,0.5954779386520386,0.18265363574028015,-0.03235479071736336,0.4174274206161499,0.3365013599395752,-0.005157177802175283,0.44134601950645447,0.2504996657371521,-0.016806963831186295,0.450323224067688,0.22643156349658966,-0.024863043799996376,0.4598930776119232,0.20856298506259918,-0.02910958230495453,0.36464011669158936,0.30706578493118286,-0.012783477082848549,0.39488744735717773,0.1929168701171875,-0.028611846268177032,0.41333770751953125,0.11563140153884888,-0.03729291260242462,0.4306277334690094,0.04742079973220825,-0.043632958084344864,0.3078504800796509,0.3008095622062683,-0.024171775206923485,0.306850403547287,0.1972685158252716,-0.03949710354208946,0.3045353293418884,0.1348041296005249,-0.042259618639945984,0.30505064129829407,0.07903984189033508,-0.04336967319250107,palm_open
0.2751403748989105,0.727134644985199,5.609852564703033e-07,0.3648996353149414,0.7204641103744507,-0.03164418414235115,0.4537023603916168,0.6594076752662659,-0.04833341762423515,0.5234758853912354,0.6208124756813049,-0.06431452184915543,0.5828433036804199,0.6025815010070801,-0.08034515380859375,0.4480854570865631,0.4761199355125427,-0.02146819978952408,0.5037890076637268,0.3832980990409851,-0.04225119948387146,0.5411233305931091,0.32295048236846924,-0.0602005273103714,0.5726920366287231,0.27354663610458374,-0.07459469884634018,0.39939963817596436,0.429193913936615,-0.025131043046712875,0.43059486150741577,0.3215164542198181,-0.04065842553973198,0.4497799575328827,0.27803096175193787,-0.050724975764751434,0.467896044254303,0.24547168612480164,-0.057895559817552567,0.34462299942970276,0.409302294254303,-0.034628480672836304,0.37450236082077026,0.28020668029785156,-0.055703867226839066,0.39042431116104126,0.1937495470046997,-0.06986814737319946,0.4075561761856079,0.1186654269695282,-0.0801267996430397,0.2848070561885834,0.41947653889656067,-0.04727860912680626,0.2733818292617798,0.31151407957077026,-0.07229653000831604,0.2647397220134735,0.24225938320159912,-0.0827828124165535,0.2608633041381836,0.1795741617679596,-0.08836781233549118,palm_open
0.21562206745147705,0.9343878030776978,7.834017878849409e-07,0.3227269649505615,0.938988983631134,-0.04612290859222412,0.4212389290332794,0.8871797323226929,-0.06934751570224762,0.5005931258201599,0.8385299444198608,-0.0906449407339096,0.5735011100769043,0.8266641497612,-0.1121291071176529,0.411505788564682,0.6821792125701904,-0.04409506916999817,0.4877447783946991,0.5856032371520996,-0.0789223238825798,0.5340410470962524,0.5169873237609863,-0.10666603595018387,0.5711852312088013,0.4533054232597351,-0.12747406959533691,0.3626529276371002,0.6286880373954773,-0.04782335087656975,0.4209234118461609,0.496038019657135,-0.07856535166501999,0.45567578077316284,0.4035135507583618,-0.10354815423488617,0.4813865125179291,0.3202350437641144,-0.12138032168149948,0.305050253868103,0.6133373379707336,-0.05732954293489456,0.3356163501739502,0.479560911655426,-0.0888311043381691,0.3574858009815216,0.38615652918815613,-0.11315126717090607,0.3782811462879181,0.3023153245449066,-0.12977926433086395,0.24092206358909607,0.6305128931999207,-0.0713939294219017,0.2248891144990921,0.528245210647583,-0.10295851528644562,0.2181834876537323,0.45295649766921997,-0.11985662579536438,0.21626783907413483,0.38247454166412354,-0.13009315729141235,palm_open
0.21282319724559784,0.947368860244751,8.092821985883347e-07,0.31900447607040405,0.9524996280670166,-0.050551410764455795,0.4188489317893982,0.9029355049133301,-0.07637973129749298,0.49770984053611755,0.8549535274505615,-0.09941162168979645,0.5705215930938721,0.839837908744812,-0.12241321057081223,0.41216111183166504,0.6969350576400757,-0.04938369244337082,0.4867757558822632,0.599915623664856,-0.08567868173122406,0.5326525568962097,0.5312904119491577,-0.1143624410033226,0.5698388814926147,0.46725034713745117,-0.13597089052200317,0.3615105152130127,0.6417271494865417,-0.052076976746320724,0.41905921697616577,0.5071569681167603,-0.08406640589237213,0.45401906967163086,0.41460323333740234,-0.10997220873832703,0.4799750745296478,0.33193379640579224,-0.1288391649723053,0.30173006653785706,0.6261929273605347,-0.060978613793849945,0.3330739736557007,0.4928995370864868,-0.0943903997540474,0.3556334972381592,0.3989788293838501,-0.12010329216718674,0.37727612257003784,0.3144068717956543,-0.13776618242263794,0.23508861660957336,0.6430439352989197,-0.07472238689661026,0.22190405428409576,0.5388504266738892,-0.10857027769088745,0.2162356972694397,0.4629000425338745,-0.12698517739772797,0.21521128714084625,0.3906711935997009,-0.1384144276380539,palm_open
